,Course_id,Course Title,Session,Units,Sec,Mini,Days,Begin,End,Teaching Location,Bldg/Room,Instructor
0,54006,Independent Study,summer two,1-24,U,,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,TBA
1,54009,Summer Practicum for Drama Graduate Students,summer two,1-40,R,,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Nichols, Amy"
2,54495,Internship,summer two,9-36,U,,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,TBA
3,54597,Graduate Reading & Research,summer two,5,R,,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Nichols, Amy"
4,54609,Independent Study in Dramaturgy,summer two,1-12,U,,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,TBA
5,54755,Drama Practicum,summer two,3,R,,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Nichols, Amy"
6,54828,Independent Study in Vocal Alexander Research,summer two,1-36,U,,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,TBA
