,Course_id,Course Title,Session,Units,Sec,Mini,Days,Begin,End,Teaching Location,Bldg/Room,Instructor
60,82304,The Francophone World,summer two,,U,,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,TBA
61,82305,French in its Social Contexts,summer one,9,S,,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,TBA
62,82305,French in its Social Contexts,summer two,,U,,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,TBA
63,82331,Advanced Chinese I,summer one,9,S,,MTWRF,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",PH  A21,"Li, Qiong"
64,82332,Advanced Chinese II,summer two,9,U,,MTWRF,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",BH  A54,TBA
65,82334,Structure of Chinese,summer two,9,U,,MTWRF,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",GHC 4101,"Yao, Tianxue"
66,82335,Chinese Culture Through Legends and Folktales,summer one,9,S,,MTWRF,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",SH  208,"Yao, Tianxue"
67,82371,Advanced Japanese I,summer one,9,S,,MTWRF,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",SH  222,TBA
68,82371,Advanced Japanese I,summer two,,U,,MTWRF,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",BH  154A,TBA
69,82372,Advanced Japanese II,summer one,9,S,,MTWRF,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",PH  A20A,TBA
70,82372,Advanced Japanese II,summer two,,U,,MTWRF,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",PH  A19A,TBA
71,82399,Special Topics: Russian in Context,summer one,3-12,S,,MTWR,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",PH  A19A,"Kats, Naum"
