,Course_id,Course Title,Session,Units,Sec,Mini,Days,Begin,End,Teaching Location,Bldg/Room,Instructor
0,16597,Undergraduate Reading and Research,summer all,0-48,A,,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Choset, Howard"
1,16990,Practicum,summer all,1-48,R,,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Wettergreen, David"
2,16991,Internship,summer all,3-36,A,,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Dolan, John"
3,16991,Internship,summer all,,B,,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Narasimhan, Srinivasa"
4,16991,Internship,summer all,,I,,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Wettergreen, David"
5,16991,Internship,summer all,,R,,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,TBA
6,16995,Independent Study,summer all,0-36,A,,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Wettergreen, David"
7,16997,Reading and Research in Robotics,summer all,0-48,R,,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Wettergreen, David"
